FIPS,danger,bins_num,bins_labels
48483,525,3,High Risk
48485,718,3,High Risk
48487,448,3,High Risk
48489,344,2,Medium Risk
48491,535,3,High Risk
48493,211,2,Medium Risk
48495,152,2,Medium Risk
48497,663,3,High Risk
48499,363,2,Medium Risk
48501,338,2,Medium Risk
48503,459,3,High Risk
48505,314,2,Medium Risk
48507,161,2,Medium Risk
49001,251,2,Medium Risk
49003,952,3,High Risk
49005,510,3,High Risk
49007,213,2,Medium Risk
49009,451,3,High Risk
49011,691,3,High Risk
49013,388,2,Medium Risk
49015,333,2,Medium Risk
49017,276,2,Medium Risk
49019,1034,3,High Risk
49021,274,2,Medium Risk
49023,879,3,High Risk
49025,315,2,Medium Risk
49027,287,2,Medium Risk
49029,580,3,High Risk
49031,82,1,Low Risk
49033,352,2,Medium Risk
49035,1448,4,Very High Risk
49037,988,3,High Risk
49039,667,3,High Risk
49041,187,2,Medium Risk
49043,1133,4,Very High Risk
49045,875,3,High Risk
49047,993,3,High Risk
49049,1136,4,Very High Risk
49051,961,3,High Risk
49053,594,3,High Risk
49055,213,2,Medium Risk
49057,921,3,High Risk
50001,710,3,High Risk
50003,465,3,High Risk
50005,557,3,High Risk
50007,900,3,High Risk
50009,371,2,Medium Risk
50011,661,3,High Risk
50013,274,2,Medium Risk
50015,483,3,High Risk
50017,425,3,High Risk
50019,502,3,High Risk
50021,729,3,High Risk
50023,565,3,High Risk
50025,648,3,High Risk
50027,490,3,High Risk
51001,238,2,Medium Risk
51003,563,3,High Risk
51005,246,2,Medium Risk
51007,227,2,Medium Risk
51009,405,3,High Risk
51011,206,2,Medium Risk
51013,420,3,High Risk
51015,337,2,Medium Risk
51017,244,2,Medium Risk
51019,595,3,High Risk
51021,188,2,Medium Risk
51023,326,2,Medium Risk
51025,211,2,Medium Risk
51027,250,2,Medium Risk
51029,384,2,Medium Risk
51031,483,3,High Risk
51033,278,2,Medium Risk
51035,433,3,High Risk
51036,218,2,Medium Risk
51037,318,2,Medium Risk
51041,310,2,Medium Risk
51043,457,3,High Risk
51045,173,2,Medium Risk
51047,560,3,High Risk
51049,192,2,Medium Risk
51051,245,2,Medium Risk
51053,219,2,Medium Risk
51057,134,1,Low Risk
51059,1107,4,Very High Risk
51061,679,3,High Risk
51063,274,2,Medium Risk
51065,201,2,Medium Risk
51067,675,3,High Risk
51069,617,3,High Risk
51071,319,2,Medium Risk
51073,287,2,Medium Risk
51075,220,2,Medium Risk
51077,357,2,Medium Risk
51079,454,3,High Risk
51081,136,1,Low Risk
51083,637,3,High Risk
51085,254,2,Medium Risk
51087,330,2,Medium Risk
51089,485,3,High Risk
51091,321,2,Medium Risk
51093,231,2,Medium Risk
51095,288,2,Medium Risk
51097,124,1,Low Risk
51099,357,2,Medium Risk
51101,144,1,Low Risk
51103,265,2,Medium Risk
51105,274,2,Medium Risk
51107,777,3,High Risk
51109,213,2,Medium Risk
51111,181,2,Medium Risk
51113,509,3,High Risk
51115,228,2,Medium Risk
51117,284,2,Medium Risk
51119,266,2,Medium Risk
51121,507,3,High Risk
51125,496,3,High Risk
51127,191,2,Medium Risk
51131,158,2,Medium Risk
51133,170,2,Medium Risk
51135,197,2,Medium Risk
51137,492,3,High Risk
51139,504,3,High Risk
51141,443,3,High Risk
51143,724,3,High Risk
51145,209,2,Medium Risk
51147,218,2,Medium Risk
51149,260,2,Medium Risk
51153,723,3,High Risk
51155,353,2,Medium Risk
51157,467,3,High Risk
51159,321,2,Medium Risk
51161,428,3,High Risk
51163,433,3,High Risk
51165,634,3,High Risk
51167,241,2,Medium Risk
51169,259,2,Medium Risk
51171,608,3,High Risk
51173,313,2,Medium Risk
51175,229,2,Medium Risk
51177,546,3,High Risk
51179,526,3,High Risk
51181,167,2,Medium Risk
51183,200,2,Medium Risk
51185,412,3,High Risk
51187,513,3,High Risk
51191,298,2,Medium Risk
51193,311,2,Medium Risk
51195,298,2,Medium Risk
51197,326,2,Medium Risk
51199,159,2,Medium Risk
51510,364,2,Medium Risk
51515,33,0,Very Low Risk
51520,135,1,Low Risk
51530,157,2,Medium Risk
51540,309,2,Medium Risk
51550,278,2,Medium Risk
51570,63,1,Low Risk
51580,141,1,Low Risk
51590,233,2,Medium Risk
51595,109,1,Low Risk
51600,354,2,Medium Risk
51610,310,2,Medium Risk
51620,123,1,Low Risk
51630,291,2,Medium Risk
51640,224,2,Medium Risk
51650,137,1,Low Risk
51660,298,2,Medium Risk
51670,136,1,Low Risk
51678,159,2,Medium Risk
51680,237,2,Medium Risk
51683,348,2,Medium Risk
51685,295,2,Medium Risk
51690,168,2,Medium Risk
51700,145,1,Low Risk
51710,362,2,Medium Risk
51720,163,2,Medium Risk
51730,137,1,Low Risk
51735,21,0,Very Low Risk
51740,302,2,Medium Risk
51750,143,1,Low Risk
51760,110,1,Low Risk
51770,270,2,Medium Risk
51775,195,2,Medium Risk
51790,297,2,Medium Risk
51800,328,2,Medium Risk
51810,313,2,Medium Risk
51820,296,2,Medium Risk
51830,137,1,Low Risk
51840,328,2,Medium Risk
53001,250,2,Medium Risk
53003,144,1,Low Risk
53005,235,2,Medium Risk
53007,612,3,High Risk
53009,162,2,Medium Risk
53011,213,2,Medium Risk
53013,209,2,Medium Risk
53015,361,2,Medium Risk
53017,552,3,High Risk
53019,252,2,Medium Risk
53021,201,2,Medium Risk
53023,124,1,Low Risk
53025,398,2,Medium Risk
53027,133,1,Low Risk
53029,93,1,Low Risk
53031,246,2,Medium Risk
53033,120,1,Low Risk
53035,112,1,Low Risk
53037,188,2,Medium Risk
53039,327,2,Medium Risk
53041,78,1,Low Risk
53043,418,3,High Risk
53045,99,1,Low Risk
53047,993,3,High Risk
53049,330,2,Medium Risk
53051,504,3,High Risk
53053,95,1,Low Risk
53055,110,1,Low Risk
53057,81,1,Low Risk
53059,235,2,Medium Risk
53061,130,1,Low Risk
53063,985,3,High Risk
53065,509,3,High Risk
53067,61,1,Low Risk
53069,395,2,Medium Risk
53071,419,3,High Risk
53073,173,2,Medium Risk
53075,224,2,Medium Risk
53077,394,2,Medium Risk
54001,275,2,Medium Risk
54003,600,3,High Risk
54005,294,2,Medium Risk
54007,260,2,Medium Risk
54009,193,2,Medium Risk
54011,358,2,Medium Risk
54013,217,2,Medium Risk
54015,217,2,Medium Risk
54017,219,2,Medium Risk
54019,180,2,Medium Risk
54021,226,2,Medium Risk
54023,555,3,High Risk
54025,316,2,Medium Risk
54027,480,3,High Risk
54029,205,2,Medium Risk
54031,396,2,Medium Risk
54033,386,2,Medium Risk
54035,324,2,Medium Risk
54037,512,3,High Risk
54039,677,3,High Risk
54041,261,2,Medium Risk
54043,305,2,Medium Risk
54045,280,2,Medium Risk
54047,300,2,Medium Risk
54049,240,2,Medium Risk
54051,270,2,Medium Risk
54053,290,2,Medium Risk
54055,342,2,Medium Risk
54057,478,3,High Risk
54059,288,2,Medium Risk
54061,226,2,Medium Risk
54063,206,2,Medium Risk
54065,432,3,High Risk
54067,137,1,Low Risk
54069,227,2,Medium Risk
54071,375,2,Medium Risk
54073,184,2,Medium Risk
54075,103,1,Low Risk
54077,274,2,Medium Risk
54079,345,2,Medium Risk
54081,239,2,Medium Risk
54083,168,2,Medium Risk
54085,243,2,Medium Risk
54087,265,2,Medium Risk
54089,203,2,Medium Risk
54091,253,2,Medium Risk
54093,140,1,Low Risk
54095,228,2,Medium Risk
54097,309,2,Medium Risk
54099,333,2,Medium Risk
54101,134,1,Low Risk
54103,164,2,Medium Risk
54105,180,2,Medium Risk
54107,322,2,Medium Risk
54109,304,2,Medium Risk
55001,321,2,Medium Risk
55003,335,2,Medium Risk
55005,360,2,Medium Risk
55007,350,2,Medium Risk
55009,362,2,Medium Risk
55011,357,2,Medium Risk
55013,307,2,Medium Risk
55015,306,2,Medium Risk
55017,312,2,Medium Risk
55019,421,3,High Risk
55021,579,3,High Risk
55023,385,2,Medium Risk
55025,1003,3,High Risk
55027,622,3,High Risk
55029,281,2,Medium Risk
55031,344,2,Medium Risk
55033,338,2,Medium Risk
55035,267,2,Medium Risk
55037,189,2,Medium Risk
55039,532,3,High Risk
55041,267,2,Medium Risk
55043,669,3,High Risk
55045,537,3,High Risk
55047,386,2,Medium Risk
55049,485,3,High Risk
55051,322,2,Medium Risk
55053,379,2,Medium Risk
55055,666,3,High Risk
55057,337,2,Medium Risk
55059,537,3,High Risk
55061,186,2,Medium Risk
55063,524,3,High Risk
55065,464,3,High Risk
55067,286,2,Medium Risk
55069,333,2,Medium Risk
55071,307,2,Medium Risk
55073,548,3,High Risk
55075,391,2,Medium Risk
55077,395,2,Medium Risk
55078,164,2,Medium Risk
55079,632,3,High Risk
55081,466,3,High Risk
55083,322,2,Medium Risk
55085,406,3,High Risk
55087,413,3,High Risk
55089,405,3,High Risk
55091,164,2,Medium Risk
55093,312,2,Medium Risk
55095,316,2,Medium Risk
55097,346,2,Medium Risk
55099,341,2,Medium Risk
55101,579,3,High Risk
55103,275,2,Medium Risk
55105,747,3,High Risk
55107,215,2,Medium Risk
55109,345,2,Medium Risk
55111,589,3,High Risk
55113,334,2,Medium Risk
55115,292,2,Medium Risk
55117,448,3,High Risk
55119,310,2,Medium Risk
55121,480,3,High Risk
55123,514,3,High Risk
55125,368,2,Medium Risk
55127,633,3,High Risk
55129,240,2,Medium Risk
55131,530,3,High Risk
55133,751,3,High Risk
55135,368,2,Medium Risk
55137,293,2,Medium Risk
55139,379,2,Medium Risk
55141,340,2,Medium Risk
56001,4691,5,Extremely High Risk
56003,261,2,Medium Risk
56005,990,3,High Risk
56007,3137,5,Extremely High Risk
56009,417,3,High Risk
56011,893,3,High Risk
56013,1522,4,Very High Risk
56015,472,3,High Risk
56017,356,2,Medium Risk
56019,488,3,High Risk
56021,3427,5,Extremely High Risk
56023,651,3,High Risk
56025,893,3,High Risk
56027,235,2,Medium Risk
56029,672,3,High Risk
56031,1035,3,High Risk
56033,556,3,High Risk
56035,700,3,High Risk
56037,544,3,High Risk
56039,477,3,High Risk
56041,61,1,Low Risk
56043,250,2,Medium Risk
56045,571,3,High Risk
