FIPS,damage,deaths,injuries,cost,cost_percent_of_median,cost_bins,danger_bins
18099,3838000.0,4.0,11.0,40388000.0,85.50891864711798,2,2
18101,12245750.0,2.0,1.0,30295750.0,64.14174562007092,2,1
18103,9241000.0,0.0,3.0,9391000.0,19.882496162599907,2,3
18105,18517050.0,5.0,6.0,63817050.0,135.11258137934686,3,2
18107,6130000.0,1.0,4.0,15330000.0,32.456465357539834,2,2
18109,113719500.0,2.0,36.0,133519500.0,282.6856507701265,3,3
18111,3098000.0,7.0,1.0,66148000.0,140.0476366908379,3,1
18113,6947000.0,4.0,4.0,43147000.0,91.35023553697137,2,2
18115,4290000.0,2.0,0.0,22290000.0,47.19208172338962,2,0
18117,2951000.0,0.0,1.0,3001000.0,6.3536759646429894,1,2
18119,63398050.0,1.0,6.0,72698050.0,153.91531254962158,3,1
18121,6920000.0,0.0,3.0,7070000.0,14.968506854390515,1,2
18123,5387000.0,5.0,12.0,50987000.0,107.948975811147,3,2
18125,13585000.0,5.0,5.0,58835000.0,124.5646535753983,3,3
18127,24654500.0,24.0,6.0,240954500.0,510.145556555338,3,2
18129,27228000.0,2.0,4.0,45428000.0,96.17953739480231,2,3
18131,1216000.0,0.0,3.0,1366000.0,2.8920764304239666,1,1
18133,3916900.0,0.0,24.0,5116900.0,10.833430371036892,1,2
18135,2690000.0,0.0,0.0,2690000.0,5.695231037950563,1,1
18137,11018500.0,5.0,9.0,56468500.0,119.5543322923834,3,3
18139,2689350.0,1.0,8.0,12089350.0,25.59540570581697,2,2
18141,16456000.0,22.0,16.0,215256000.0,455.7370454665749,3,3
18143,1468000.0,1.0,21.0,11518000.0,24.385751336473827,2,2
18145,13567750.0,0.0,4.0,13767750.0,29.148891123696608,2,2
18147,23744000.0,0.0,1.0,23794000.0,50.376329857619226,2,3
18149,2349000.0,2.0,2.0,20449000.0,43.29434181972159,2,1
18151,11869000.0,12.0,8.0,120269000.0,254.6318742391362,3,1
18153,20086500.0,0.0,1.0,20136500.0,42.632721113639974,2,1
18155,7295200.0,1.0,0.0,16295200.0,34.499973535171755,2,1
18157,29552900.0,1.0,5.0,38802900.0,82.15296670724607,2,3
18159,5574100.0,0.0,3.0,5724100.0,12.118985867781717,1,2
18161,2759500.0,6.0,6.0,57059500.0,120.80558937172499,3,0
18163,117923000.0,29.0,264.0,392123000.0,830.1974276186949,4,4
18165,10316000.0,0.0,1.0,10366000.0,21.94675276557455,2,2
18167,59070550.0,0.0,0.0,59070550.0,125.06335679881437,3,2
18169,9047000.0,0.0,5.0,9297000.0,19.683480654210552,2,2
18171,5679500.0,2.0,0.0,23679500.0,50.13391203091092,2,1
18173,124089000.0,6.0,38.0,179989000.0,381.0702376541576,3,3
18175,10526500.0,6.0,0.0,64526500.0,136.61461917112157,3,3
18177,18749250.0,2.0,8.0,37149250.0,78.65188164928809,2,2
18179,10441600.0,6.0,0.0,64441600.0,136.43487005769333,3,1
18181,4150000.0,4.0,1.0,40200000.0,85.11088763033928,2,2
18183,2535500.0,0.0,5.0,2785500.0,5.8974223257291065,1,2
19001,48601120.0,4.0,3.0,84751120.0,179.43390673794528,3,2
19003,37438720.0,0.0,4.0,37638720.0,79.68818080770656,2,3
19005,23609600.0,3.0,33.0,52259600.0,110.64330704493727,3,1
19007,37172860.0,0.0,3.0,37322860.0,79.01944635579315,2,3
19009,41119840.0,0.0,0.0,41119840.0,87.05836023924205,2,2
19011,22906620.0,2.0,8.0,41306620.0,87.4538082887842,2,3
19013,99114910.9090909,1.0,46.0,110414910.9090909,233.7689322163572,3,4
19015,42494720.0,0.0,6.0,42794720.0,90.60439316148839,2,3
19017,39254910.90909091,0.0,0.0,39254910.90909091,83.1099579930999,2,2
19019,22924000.0,1.0,8.0,32324000.0,68.43592865082306,2,3
19021,4528100.0,0.0,25.0,5778100.0,12.233313925792622,1,3
19023,125943910.90909092,13.0,51.0,245493910.90909094,519.7563349581135,3,4
19025,43035780.0,0.0,7.0,43385780.0,91.8557772720055,2,2
19027,47571580.0,0.0,89.0,52021580.0,110.13937437146033,3,3
19029,51865120.0,2.0,1.0,69915120.0,148.02333139257925,3,4
19031,22767600.0,0.0,4.0,22967600.0,48.626687132800505,2,3
19033,44644010.90909091,0.0,12.0,45244010.90909091,95.78999821963882,2,3
19035,3602100.0,0.0,0.0,3602100.0,7.626316625205103,1,2
19037,5772650.0,1.0,2.0,14872650.0,31.488170221775256,2,1
19039,36990960.0,2.0,5.0,55240960.0,116.95540147144445,3,2
19041,26461100.0,0.0,3.0,26611100.0,56.3406552691473,2,3
19043,39186150.0,3.0,16.0,66986150.0,141.82215635420525,3,2
19045,12039100.0,3.0,3.0,39189100.0,82.97062404064998,2,3
19047,53706340.0,0.0,1.0,53756340.0,113.8121844069232,3,3
19049,67772720.0,0.0,6.0,68072720.0,144.12262742814798,3,4
19051,51378860.0,2.0,0.0,69378860.0,146.88796908908063,3,2
19053,35635080.0,0.0,5.0,35885080.0,75.97539829566506,2,1
19055,74094300.0,2.0,2.0,92194300.0,195.1925051606415,3,3
19057,29092500.0,0.0,12.0,29692500.0,62.86455300905097,2,2
19059,23800100.0,0.0,2.0,23900100.0,50.60096331974806,2,2
19061,45675800.0,4.0,25.0,82925800.0,175.5693643148256,3,3
19063,40008710.90909091,2.0,0.0,58008710.90909091,122.8152456657829,3,2
19065,30126550.0,2.0,12.0,48726550.0,103.16318213094797,3,2
19067,8558100.0,3.0,7.0,35908100.0,76.02413592335786,2,2
19069,63953410.90909091,0.0,2.0,64053410.90909091,135.61300144834786,3,2
19071,16268000.0,0.0,6.0,16568000.0,35.07754194675277,2,3
19073,38362680.0,0.0,0.0,38362680.0,81.22093897210607,2,2
19075,38209810.90909091,2.0,1.0,56259810.90909091,119.11249861661123,3,3
19077,45861840.0,0.0,0.0,45861840.0,97.09805748160694,2,3
19079,50926920.0,4.0,7.0,87276920.0,184.7814957920923,3,3
19081,35889310.90909091,2.0,7.0,54239310.90909091,114.83472377936994,3,2
19083,61687720.0,0.0,22.0,62787720.0,132.93329804689566,3,3
19085,44127000.0,2.0,18.0,63027000.0,133.43989837505953,3,3
19087,10253800.0,5.0,5.0,55503800.0,117.51188270788123,3,2
19089,7151750.0,0.0,8.0,7551750.0,15.988461334885937,2,3
19091,41478080.0,0.0,38.0,43378080.0,91.83947493780765,2,2
19093,1562100.0,0.0,2.0,1662100.0,3.5189752818504205,1,2
19095,17181000.0,2.0,14.0,35881000.0,75.96676017572645,2,3
19097,46896200.0,2.0,2.0,64996200.0,137.6090615571905,3,2
19099,44482220.0,0.0,3.0,44632220.0,94.4947229132483,2,3
19101,2460000.0,0.0,0.0,2460000.0,5.208278198274493,1,2
19103,330705300.0,1.0,70.0,343205300.0,726.6295453342508,4,3
19105,43465570.0,2.0,1.0,61515570.0,130.23991954692212,3,3
19107,6581700.0,2.0,3.0,24731700.0,52.36161541311597,2,2
19109,45407930.90909091,4.0,0.0,81407930.9090909,172.35575273189204,3,3
19111,41314200.0,0.0,4.0,41514200.0,87.89329381252315,2,3
19113,775318750.0,8.0,48.0,849718750.0,1799.0128619065263,4,4
19115,40738200.0,8.0,7.0,113088200.0,239.42878314719738,3,3
19117,39283080.0,0.0,4.0,39483080.0,83.59303445720637,2,3
19119,17812100.0,0.0,0.0,17812100.0,37.711533372148416,2,3
19121,39257860.0,0.0,0.0,39257860.0,83.11620176785053,2,3
19123,49037940.0,2.0,1.0,67087940.0,142.0376647435558,3,3
19125,165771940.0,0.0,24.0,166971940.0,353.5106970835759,3,4
19127,243555220.0,0.0,23.0,244705220.0,518.0865294024242,3,3
19129,10012000.0,2.0,5.0,28262000.0,59.83591806489176,2,2
19131,13657150.0,0.0,0.0,13657150.0,28.9147303234002,2,2
19133,9829000.0,4.0,74.0,49529000.0,104.86211824485258,3,3
19135,38787580.0,0.0,2.0,38887580.0,82.33225003969724,2,2
19137,2859000.0,0.0,0.0,2859000.0,6.053035515799503,1,2
19139,33666700.0,5.0,25.0,79916700.0,169.19853914148098,3,3
19141,25083100.0,0.0,2.0,25183100.0,53.31731329063675,2,3
19143,25440100.0,0.0,13.0,26090100.0,55.23760122796803,2,3
19145,3983000.0,0.0,1.0,4033000.0,8.538612184406922,1,2
19147,35429130.90909091,1.0,0.0,44429130.90909091,94.0647454805291,2,2
19149,2889100.0,2.0,7.0,21239100.0,44.96713068332186,2,3
19151,50548980.0,0.0,0.0,50548980.0,107.0216058857778,3,3
19153,202367220.0,14.0,149.0,335817220.0,710.9876038744509,4,5
19155,39374000.0,4.0,11.0,75924000.0,160.74524956333033,3,3
19157,44165920.0,4.0,7.0,80515920.0,170.4671994918753,3,2
19159,49962580.0,1.0,0.0,58962580.0,124.83476419838036,3,2
19161,47761180.0,0.0,3.0,47911180.0,101.43689197057111,3,3
19163,17941600.0,1.0,102.0,32041600.0,67.83803525115121,2,3
19165,5477000.0,0.0,2.0,5577000.0,11.80754776901498,1,2
19167,28201100.0,5.0,12.0,73801100.0,156.25067485312022,3,3
19169,108468720.0,0.0,24.0,109668720.0,232.18910707669508,3,4
19171,42365720.0,0.0,0.0,42365720.0,89.69612025617954,2,3
19173,50507720.0,0.0,1.0,50557720.0,107.04011009368548,3,3
19175,45019460.0,0.0,5.0,45269460.0,95.84387868522734,2,3
19177,8688200.0,3.0,3.0,35838200.0,75.87614460382152,2,3
19179,46366860.0,2.0,63.0,67516860.0,142.9457682739639,3,3
19181,55220680.0,1.0,7.0,64570680.0,136.70815646006457,3,4
19183,39842500.0,0.0,28.0,41242500.0,87.31805430582756,2,3
19185,40199800.0,0.0,50.0,42699800.0,90.40342984174032,2,2
19187,50262720.0,4.0,2.0,86362720.0,182.8459641136929,3,3
19189,37313670.90909091,0.0,4.0,37513670.90909091,79.42342859067571,2,3
19191,18943400.0,4.0,26.0,56243400.0,119.07775366537872,3,2
19193,30868100.0,0.0,46.0,33168100.0,70.22304557243424,2,4
19195,36767080.0,0.0,2.0,36867080.0,78.05447520245593,2,2
19197,38451920.0,5.0,15.0,84201920.0,178.2711480442492,3,3
20001,11032550.0,6.0,11.0,65582550.0,138.85047372042555,3,2
20003,27911500.0,0.0,23.0,29061500.0,61.52860847933097,2,3
20005,1366500.0,0.0,4.0,1566500.0,3.316572275445932,1,1
20007,61270500.0,2.0,4.0,79470500.0,168.2538506325094,3,3
20009,130451250.0,1.0,76.0,143251250.0,303.2895781506378,3,4
20011,37636000.0,0.0,0.0,37636000.0,79.68242206108083,2,2
20013,3438100.0,8.0,8.0,75838100.0,160.5633832636426,3,3
20015,93251000.0,12.0,54.0,203951000.0,431.8022548033663,3,4
20017,8995700.0,8.0,9.0,81445700.0,172.4357169321971,3,2
20019,1669100.0,0.0,0.0,1669100.0,3.533795585666649,1,2
20021,41854200.0,5.0,48.0,89254200.0,188.9677658391997,3,3
20023,13993400.0,2.0,2.0,32093400.0,67.9477054993913,2,3
20025,8289800.0,0.0,0.0,8289800.0,17.55105065368126,2,4
20027,2057500.0,8.0,0.0,74057500.0,156.79352141004605,3,3
20029,2542000.0,0.0,8.0,2942000.0,6.2287619753347805,1,2
20031,6629900.0,4.0,20.0,43629900.0,92.37262478166517,2,2
20033,61974500.0,0.0,2.0,62074500.0,131.42327846292275,3,3
20035,31843750.0,8.0,79.0,107793750.0,228.21944635579317,3,4
20037,23997250.0,3.0,40.0,52997250.0,112.20504948922883,3,3
20039,9150850.0,0.0,2.0,9250850.0,19.585772508336422,2,3
20041,24895100.0,14.0,15.0,151645100.0,321.060922034616,3,3
20043,1195000.0,0.0,0.0,1195000.0,2.5300375800561055,1,1
20045,28762000.0,2.0,70.0,50262000.0,106.41401577303765,3,3
20047,6954500.0,0.0,3.0,7104500.0,15.041549780341926,1,4
20049,28434750.0,0.0,0.0,28434750.0,60.201661991213676,2,1
20051,5408250.0,1.0,10.0,14908250.0,31.563542052612075,2,4
20053,28007700.0,2.0,17.0,46857700.0,99.20647858995395,2,4
20055,59692340.0,1.0,5.0,68942340.0,145.96377494310062,3,4
20057,11700340.0,4.0,14.0,48400340.0,102.47253480124914,3,5
20059,15009000.0,3.0,41.0,44059000.0,93.28110940559996,2,2
20061,2799700.0,8.0,20.0,75799700.0,160.48208331127933,3,2
20063,41391150.0,4.0,13.0,78041150.0,165.22765045254857,3,4
20065,49226200.0,0.0,0.0,49226200.0,104.22103424548774,3,3
20067,2023700.0,0.0,2.0,2123700.0,4.4962684592177,1,3
20069,7209600.0,0.0,0.0,7209600.0,15.264066056211295,1,4
20071,4070750.0,2.0,0.0,22070750.0,46.72788863600275,2,2
20073,78863400.0,1.0,12.0,88463400.0,187.29349494521782,3,3
20075,113000.0,0.0,0.0,113000.0,0.2392420473191129,0,3
20077,13556200.0,0.0,25.0,14806200.0,31.347483194834062,2,4
20079,14522900.0,6.0,60.0,71522900.0,151.42730111681576,3,2
20081,4914000.0,0.0,0.0,4914000.0,10.40385327899222,1,3
20083,3609400.0,0.0,0.0,3609400.0,7.641772084899169,1,3
20085,3145500.0,2.0,3.0,21295500.0,45.086539988355476,2,2
20087,9905500.0,3.0,15.0,37655500.0,79.72370719314031,2,3
20089,22507000.0,0.0,2.0,22607000.0,47.863229767638806,2,3
20091,23667200.0,5.0,0.0,68667200.0,145.38125231567247,3,3
20093,4057500.0,0.0,2.0,4157500.0,8.802201873709839,1,3
20095,35135400.0,0.0,11.0,35685400.0,75.55263854337585,2,4
20097,254665700.0,11.0,66.0,356965700.0,755.7628751389403,4,4
20099,79569800.0,2.0,47.0,99919800.0,211.54882760810884,3,3
20101,2494000.0,0.0,0.0,2494000.0,5.280262531096174,1,3
20103,25776400.0,0.0,3.0,25926400.0,54.89101783729423,2,3
20105,21797300.0,0.0,0.0,21797300.0,46.14894405335309,2,3
20107,7990200.0,0.0,2.0,8090200.0,17.128460276292806,2,2
20109,8446450.0,2.0,2.0,26546450.0,56.20377917747314,2,3
20111,11625100.0,9.0,19.0,93575100.0,198.1159159477055,3,3
20113,30966150.0,7.0,14.0,94666150.0,200.4258720160906,3,3
20115,75700550.0,6.0,30.0,131200550.0,277.776001693749,3,3
20117,4873500.0,4.0,0.0,40873500.0,86.53681257608639,2,3
20119,3327000.0,0.0,0.0,3327000.0,7.043878685227332,1,3
20121,16491600.0,6.0,2.0,70591600.0,149.45556555337956,3,2
20123,11644000.0,2.0,9.0,30094000.0,63.71460329222464,2,3
20125,93761050.0,12.0,29.0,203211050.0,430.235642830678,3,3
20127,1861500.0,5.0,0.0,46861500.0,99.21452389773991,2,2
20129,796600.0,0.0,2.0,896600.0,1.8982692002328903,0,3
20131,5194500.0,0.0,3.0,5344500.0,11.315301963690255,1,3
20133,21550900.0,2.0,13.0,40200900.0,85.1127930979728,2,3
20135,3383500.0,0.0,0.0,3383500.0,7.163499708886889,1,4
20137,62656400.0,1.0,3.0,71806400.0,152.027523421373,3,3
20139,9901000.0,17.0,34.0,164601000.0,348.49097549356907,3,3
20141,9352000.0,0.0,12.0,9952000.0,21.070237654157626,2,3
20143,1618500.0,5.0,16.0,47418500.0,100.39379664425978,3,4
20145,4649100.0,0.0,1.0,4699100.0,9.948869951834013,1,4
20147,9642000.0,0.0,1.0,9692000.0,20.51976922669772,2,2
20149,2511800.0,14.0,1.0,128561800.0,272.1892764515958,3,3
20151,26981500.0,3.0,3.0,54131500.0,114.60646800402266,3,4
20153,1911550.0,0.0,19.0,2861550.0,6.058434340761129,1,3
20155,127805100.0,17.0,54.0,283505100.0,600.2331022071667,3,4
20157,10143000.0,0.0,32.0,11743000.0,24.862118244852592,2,3
20159,25573050.0,4.0,16.0,62373050.0,132.0553644206849,3,3
20161,97879950.0,3.0,18.0,125779950.0,266.29958185571377,3,3
20163,9776000.0,0.0,4.0,9976000.0,21.121050124384695,2,3
20165,5038500.0,0.0,0.0,5038500.0,10.667442968295136,1,3
20167,86419200.0,4.0,27.0,123769200.0,262.04244958450215,3,4
20169,40714000.0,2.0,58.0,61614000.0,130.4483141904409,3,3
20171,3147600.0,1.0,1.0,12197600.0,25.82459111840364,2,3
20173,917636150.0,38.0,432.0,1281236150.0,2712.6155719049384,4,5
20175,26989600.0,0.0,2.0,27089600.0,57.35372889429947,2,4
20177,30353900.0,15.0,117.0,171203900.0,362.47054464616525,3,3
20179,29557600.0,0.0,0.0,29557600.0,62.578944582649655,2,3
20181,16014500.0,6.0,72.0,73614500.0,155.85560789710476,3,4
20183,10826000.0,2.0,1.0,28876000.0,61.135870428200924,2,3
20185,877500.0,3.0,3.0,28027500.0,59.339437887048106,2,4
20187,200500.0,0.0,3.0,350500.0,0.7420737839411422,0,2
20189,1131500.0,0.0,0.0,1131500.0,2.395596252580321,1,2
20191,40324650.0,5.0,36.0,87124650.0,184.45911184036416,3,5
20193,12176200.0,16.0,60.0,159176200.0,337.00566347324406,3,3
20195,7907500.0,0.0,0.0,7907500.0,16.741650346689248,2,4
20197,1067400.0,2.0,20.0,20067400.0,42.48642354311121,2,3
20199,2162200.0,0.0,4.0,2362200.0,5.00121738209919,1,3
20201,8398000.0,4.0,20.0,45398000.0,96.11602180701847,2,3
20203,4256700.0,0.0,0.0,4256700.0,9.012226750648388,1,3
20205,24805900.0,1.0,5.0,34055900.0,72.10268353358387,2,2
20207,3921450.0,3.0,7.0,31271450.0,66.2074842534272,2,2
20209,28498500.0,4.0,92.0,69098500.0,146.29439474937809,3,3
21001,9514000.0,1.0,7.0,18864000.0,39.93860159847563,2,2
21003,1951000.0,5.0,12.0,47551000.0,100.67432382363839,3,2
21005,6789000.0,2.0,1.0,24839000.0,52.58878949875615,2,1
21007,85345000.0,1.0,14.0,95045000.0,201.2279680304875,3,3
21009,18025500.0,8.0,21.0,91075500.0,192.82379717355633,3,2
21011,30511400.0,1.0,9.0,39961400.0,84.60572698883185,2,2
21013,57585510.0,2.0,0.0,75585510.0,160.0286031863653,3,2
21015,30177750.0,2.0,1.0,48227750.0,102.10712962472874,3,1
21017,10163000.0,5.0,4.0,55363000.0,117.21378288254908,3,1
21019,17827800.0,4.0,136.0,60627800.0,128.3603451013603,3,0
21021,2689000.0,0.0,0.0,2689000.0,5.693113851691103,1,0
21023,4938000.0,3.0,3.0,32088000.0,67.93627269359021,2,0
21025,14544400.0,7.0,9.0,77994400.0,165.12867199491876,3,2
21027,4712000.0,4.0,9.0,41162000.0,87.14762081194093,2,2
21029,132716000.0,4.0,12.0,169316000.0,358.4735087069285,3,1
21031,2921000.0,0.0,1.0,2971000.0,6.290160376859154,1,2
21033,35721000.0,1.0,16.0,45521000.0,96.37643571693219,2,2
21035,47299000.0,2.0,28.0,66699000.0,141.214206319801,3,3
21037,22846000.0,0.0,0.0,22846000.0,48.36923728365003,2,2
21039,29510000.0,1.0,3.0,38660000.0,81.85042079076906,2,2
21041,5424000.0,0.0,1.0,5474000.0,11.589477584290478,1,0
21043,37523000.0,6.0,2.0,91623000.0,193.98295665061133,3,1
21045,7215000.0,0.0,1.0,7265000.0,15.381358174985444,1,2
21047,135244000.0,10.0,123.0,231394000.0,489.9041973217594,3,4
21049,3072000.0,2.0,0.0,21072000.0,44.61334885936591,2,0
21051,4494610.0,2.0,1.0,22544610.0,47.731138516911024,2,1
21053,974500.0,1.0,2.0,10074500.0,21.32959297094162,2,2
21055,41516000.0,1.0,10.0,51016000.0,108.01037421267137,3,3
21057,726000.0,0.0,0.0,726000.0,1.5370772243688138,0,1
21059,174023000.0,5.0,160.0,227023000.0,480.64997618165455,3,4
21061,2888000.0,2.0,0.0,20888000.0,44.22378658762505,2,2
21063,1838100.0,0.0,12.0,2438100.0,5.1619118191922935,1,0
21065,10517500.0,1.0,2.0,19617500.0,41.53390144497962,2,2
21067,54925000.0,12.0,16.0,163725000.0,346.636320330281,3,2
21069,11741500.0,0.0,8.0,12141500.0,25.70581696924787,2,1
21071,26784300.0,0.0,8.0,27184300.0,57.554226433070454,2,2
21073,18216000.0,7.0,1.0,81266000.0,172.05525856137194,3,1
21075,32619000.0,3.0,18.0,60519000.0,128.1299952363309,3,3
21077,3555500.0,3.0,20.0,31555500.0,66.80887101042714,2,1
21079,2133000.0,0.0,3.0,2283000.0,4.833536230349865,1,2
21081,8369250.0,0.0,0.0,8369250.0,17.71926110199545,2,2
21083,72475000.0,5.0,39.0,119425000.0,252.84496903615096,3,3
21085,52212000.0,0.0,20.0,53212000.0,112.65971523844811,3,2
21087,2514000.0,0.0,0.0,2514000.0,5.322606256285397,1,1
21089,24902200.0,1.0,3.0,34052200.0,72.09484994442386,2,1
21091,924000.0,0.0,0.0,924000.0,1.956280103742127,0,1
21093,38607500.0,5.0,9.0,84057500.0,177.9653840046578,3,3
21095,4612350.0,2.0,3.0,22762350.0,48.192134653046104,2,1
21097,11961500.0,4.0,4.0,48161500.0,101.96686603503944,3,1
21099,8915000.0,1.0,22.0,19015000.0,40.25829672365426,2,2
21101,88943000.0,8.0,48.0,163343000.0,345.8275551791669,3,3
21103,10372000.0,0.0,6.0,10672000.0,22.59461176096967,2,2
21105,26898000.0,4.0,6.0,63198000.0,133.80193722542742,3,2
21107,110148000.0,4.0,106.0,151448000.0,320.6436246228762,3,4
21109,1118000.0,0.0,5.0,1368000.0,2.896310802942889,1,1
21111,487410500.0,33.0,28.0,785810500.0,1663.7071931403166,4,4
21113,2258500.0,4.0,0.0,38258500.0,81.0003705075954,2,0
21115,27166900.0,6.0,23.0,82316900.0,174.28020960143968,3,3
21117,60422100.0,4.0,21.0,97472100.0,206.3665908008257,3,3
21119,2070200.0,0.0,2.0,2170200.0,4.594717620282644,1,0
21121,9447000.0,7.0,10.0,72947000.0,154.4423860689144,3,1
21123,6135000.0,1.0,3.0,15285000.0,32.36119197586408,2,2
21125,53815810.0,15.0,60.0,191815810.0,406.10979727941566,3,3
21127,11287700.0,4.0,13.0,47937700.0,101.49303975017203,3,2
21129,7592000.0,0.0,0.0,7592000.0,16.07367808182925,2,1
21131,2189700.0,0.0,0.0,2189700.0,4.636002752342137,1,2
21133,2553200.0,0.0,0.0,2553200.0,5.405599957656275,1,0
21135,20521250.0,4.0,23.0,57671250.0,122.10077806595035,3,2
21137,3906000.0,1.0,10.0,13406000.0,28.38299899433653,2,1
21139,40445000.0,0.0,5.0,40695000.0,86.15889482877256,2,3
21141,4297000.0,5.0,6.0,49597000.0,105.00608691049595,3,2
21143,33388000.0,6.0,14.0,88088000.0,186.49870322341607,3,2
21145,117923000.0,7.0,212.0,191523000.0,405.48986397078284,3,3
21147,4245100.0,2.0,2.0,22345100.0,47.30873868628593,2,2
21149,47913000.0,0.0,2.0,48013000.0,101.65246387550945,3,3
21151,15283000.0,11.0,36.0,116083000.0,245.76933255703167,3,2
21153,36568000.0,0.0,36.0,38368000.0,81.2322024030064,2,2
21155,1600000.0,0.0,4.0,1800000.0,3.810935267030117,1,1
21157,79933000.0,5.0,45.0,127183000.0,269.2701000370508,3,3
21159,16674500.0,0.0,4.0,16874500.0,35.72645953527761,2,0
21161,8360500.0,1.0,6.0,17660500.0,37.3905679352141,2,2
21163,5819000.0,4.0,25.0,43069000.0,91.1850950087334,2,2
21165,9219200.0,3.0,31.0,37769200.0,79.96443127084105,2,2
21167,19306500.0,1.0,10.0,28806500.0,60.988725983168365,2,1
21169,9056000.0,2.0,8.0,27456000.0,58.12946593976606,2,2
21171,4632000.0,1.0,0.0,13632000.0,28.861483088974754,2,2
21173,6151420.0,1.0,1.0,15201420.0,32.18423754829831,2,0
21175,84683400.0,6.0,80.0,142683400.0,302.0873339332028,3,3
21177,78862000.0,4.0,59.0,117812000.0,249.4299475996401,3,3
21179,4915000.0,8.0,5.0,77165000.0,163.37267771132164,3,2
21181,1650000.0,0.0,1.0,1700000.0,3.5992166410839994,1,0
21183,2465500.0,2.0,2.0,20565500.0,43.540994018948815,2,2
21185,5078000.0,0.0,5.0,5328000.0,11.280368390409146,1,1
21187,6217000.0,3.0,6.0,33517000.0,70.96173185836024,2,2
21189,4937000.0,0.0,0.0,4937000.0,10.452548562959826,1,1
21191,87352500.0,11.0,6.0,186652500.0,395.17810829407716,3,2
21193,4000880.0,0.0,1.0,4050880.0,8.576467474726089,1,1
21195,35778510.0,11.0,12.0,135378510.0,286.62152119832746,3,2
21197,23433060.0,5.0,43.0,70583060.0,149.43748478272377,3,2
21199,9641800.0,6.0,21.0,64691800.0,136.96459005981052,3,3
21201,1739000.0,0.0,0.0,1739000.0,3.6817869052029857,1,0
21203,5057100.0,0.0,6.0,5357100.0,11.341978510559466,1,2
21205,2229000.0,4.0,5.0,38479000.0,81.4672100778066,2,0
21207,1885050.0,0.0,0.0,1885050.0,3.99100195839729,1,1
21209,5393000.0,0.0,0.0,5393000.0,11.417985497274124,1,2
21211,2487000.0,7.0,4.0,65687000.0,139.07161382522628,3,2
21213,1795000.0,2.0,11.0,20345000.0,43.07415444873763,2,1
21215,3832000.0,0.0,1.0,3882000.0,8.218917059228286,1,2
21217,4613000.0,2.0,11.0,23163000.0,49.04038532789922,2,1
21219,26469000.0,2.0,9.0,44919000.0,95.10188958873657,2,2
21221,25426000.0,2.0,0.0,43426000.0,91.94093050336103,2,3
21223,3278000.0,0.0,10.0,3778000.0,7.998729688244323,1,2
21225,34063000.0,3.0,4.0,61263000.0,129.70518181337002,3,3
21227,520056250.0,1.0,6.0,529356250.0,1120.7457788598952,4,3
21229,2496000.0,0.0,9.0,2946000.0,6.237230720372625,1,1
21231,1895600.0,2.0,2.0,19995600.0,42.33440956968189,2,2
21233,59892000.0,9.0,35.0,142642000.0,301.9996824220611,3,3
21235,9955800.0,5.0,12.0,55555800.0,117.62197639337322,3,2
21237,3742100.0,2.0,0.0,21742100.0,46.032075371830835,2,2
21239,7168000.0,0.0,0.0,7168000.0,15.17599110781771,1,1
22001,545768000.0,1.0,38.0,556668000.0,1178.569840681734,4,5
22003,28968000.0,0.0,0.0,28968000.0,61.330651564071346,2,4
22005,1612656850.0,1.0,1.0,1621706850.0,3433.455459694066,4,4
22007,76896300.0,0.0,0.0,76896300.0,162.80378976340444,3,4
22009,88757000.0,2.0,22.0,107857000.0,228.3533583867041,3,4
22011,87440000.0,4.0,15.0,124190000.0,262.93336156248347,3,5
22013,7373000.0,3.0,6.0,34673000.0,73.40919917429736,2,4
22015,46632800.0,51.0,110.0,511132800.0,1082.1633409199173,4,5
22017,353852500.0,66.0,93.0,952502500.0,2016.6252051024187,4,5
22019,2513260000.0,16.0,53.0,2659910000.0,5631.524903403377,5,5
22021,9547000.0,1.0,0.0,18547000.0,39.267453554226435,2,4
22023,28805000.0,3.0,10.0,56305000.0,119.20817233896153,3,4
22025,21017750.0,0.0,5.0,21267750.0,45.02778806965543,2,4
22027,16620000.0,3.0,13.0,44270000.0,93.72783570634627,2,4
22029,51871700.0,0.0,2.0,51971700.0,110.0337691208384,3,4
22031,20739000.0,5.0,11.0,66289000.0,140.3461599534219,3,4
22033,2581528600.0,22.0,5.0,2779778600.0,5885.309056264225,5,4
22035,726100500.0,0.0,2.0,726200500.0,1537.5017202138358,4,3
22037,39491250.0,0.0,1.0,39541250.0,83.71619118191923,2,3
22039,183649000.0,6.0,18.0,238549000.0,505.05266500820414,3,4
22041,55845200.0,0.0,3.0,55995200.0,118.55226803578046,3,4
22043,4592000.0,7.0,19.0,68542000.0,145.11618059598794,3,4
22045,590108000.0,6.0,24.0,645308000.0,1366.2372307203727,4,4
22047,46494750.0,3.0,1.0,73544750.0,155.70793415550733,3,3
22049,3608000.0,0.0,5.0,3858000.0,8.168104589001217,1,3
22051,4467745000.0,65.0,21.0,5053795000.0,10699.825332133594,5,2
22053,148039000.0,2.0,10.0,166539000.0,352.5940824644048,3,4
22055,1692930000.0,7.0,52.0,1758530000.0,3723.135552850262,4,4
22057,895354200.0,5.0,17.0,941204200.0,1992.7045995871488,4,5
22059,11360000.0,1.0,21.0,21410000.0,45.32895781506378,2,4
