YEARMONTH,EPISODE_ID,EVENT_ID,LOCATION_INDEX,RANGE,AZIMUTH,LOCATION,LATITUDE,LONGITUDE,LAT2,LON2
201809,130243,785077,4,2.43,"NE","INTELLIGENCE",36.395,-79.8692,3623700,7952152
201809,130243,785091,1,1.9,"SSE","WALNUT COVE",36.2741,-80.1386,3616446,808316
201809,130243,785091,2,1.94,"E","PINE HALL",36.3215,-80.0352,3619290,802112
201809,130243,785091,3,2.08,"N","PINE HALL",36.3498,-80.0657,3620988,803942
201809,130243,785091,4,1.95,"SSE","LAWSONVILLE",36.4536,-80.2376,3627216,8014256
201809,130243,785091,5,1.6,"E","VADE MECUM",36.4201,-80.2913,3625206,8017478
201809,130243,785097,1,1.31,"ENE","MOXLEY",36.34,-81.06,3620400,813600
201809,130243,785097,2,1.27,"WSW","CONGO",36.162,-81.2905,369720,8117430
201809,130243,785097,3,2.2,"NE","MORAVIAN FALLS",36.1192,-81.1485,367152,818910
201809,130243,785097,4,1.44,"E","AUSTIN",36.3208,-80.9541,3619248,8057246
201809,130243,785097,5,1.32,"NNE","TRAPHILL",36.3678,-81.0214,3622068,811284
201809,130243,786615,1,.79,"SSE","WARRENSVILLE",36.4589,-81.5168,3627534,8131008
201809,130243,786615,2,.78,"SSE","WARRENSVILLE",36.4591,-81.5163,3627546,8130978
201809,130243,786615,3,.79,"SSE","WARRENSVILLE",36.459,-81.5162,3627540,8130972
201809,130243,786615,4,.8,"SSE","WARRENSVILLE",36.4588,-81.5167,3627528,8131002
201809,130243,786775,1,1.66,"S","WAGONER",36.376,-81.3988,3622560,8123928
201809,130243,786775,2,.57,"WSW","WAGONER",36.3957,-81.4087,3623742,8124522
201809,130243,786775,3,.4,"WSW","WAGONER",36.3976,-81.4066,3623856,8124396
201809,130243,786775,4,1.47,"S","WAGONER",36.3788,-81.3994,3622728,8123964
201809,130243,787498,1,2.67,"SW","PINEY CREEK",36.5271,-81.3388,3631626,8120328
201809,130243,787498,2,2.69,"SW","PINEY CREEK",36.5247,-81.3368,3631482,8120208
201809,130243,787498,3,2.53,"SW","PINEY CREEK",36.5272,-81.3356,3631632,8120136
201809,130243,787498,4,2.55,"SW","PINEY CREEK",36.5283,-81.3371,3631698,8120226
201809,130243,787506,1,1.31,"ESE","DANBURY",36.41,-80.2,3624600,8012000
201809,130243,787506,2,1.48,"SW","HARTMAN",36.4055,-80.1995,3624330,8011970
201809,130243,787506,3,1.32,"SW","DILLARD",36.387,-80.1173,3623220,807038
201809,130243,787506,4,1.11,"W","DILLARD",36.3977,-80.1197,3623862,807182
201809,130243,787506,5,2.19,"SW","DODGETOWN",36.4044,-80.1431,3624264,808586
201809,130243,787512,1,5.27,"E","WAGONER",36.4004,-81.3053,3624024,8118318
201809,130243,787859,1,1.13,"SW","SUGAR GROVE",36.2597,-81.7958,3615582,8147748
201809,130243,787859,2,.24,"NE","AMANTHA",36.2825,-81.7771,3616950,8146626
201809,130243,787859,3,.93,"NW","RUTHERWOOD",36.2385,-81.613,3614310,8136780
201809,130243,787859,4,1.99,"SSW","AHO",36.1451,-81.6377,368706,8138262
201809,130243,787859,5,1.35,"ESE","ROMINGER",36.2218,-81.8081,3613308,8148486
201809,130243,788297,1,1.12,"WNW","GATEWOOD",36.5369,-79.4182,3632214,7925092
201809,130243,788297,2,2.17,"NE","SEMORA",36.5199,-79.1198,3631194,797188
201809,130243,788297,3,1.33,"ENE","ANDERSON",36.2768,-79.3276,3616608,7919656
201809,130243,788297,4,1.2,"WSW","CAMP SPGS",36.2944,-79.5203,3617664,7931218
201809,130244,783576,1,2.7,"SE","WILLIS",36.8224,-80.4455,3649344,8026730
201809,130244,783577,1,6.2,"S","COPPER HILL",36.9903,-80.13,3659418,807800
201809,130244,783583,1,2.3,"E","MEADOWS OF DAN",36.73,-80.3785,3643800,8022710
201809,130244,784336,1,2.4,"ESE","KIBLER",36.62,-80.4085,3637200,8024510
201809,130244,784336,2,1.98,"S","CRITZ",36.6014,-80.1482,3636084,808892
201809,130244,784336,3,2.62,"S","DODSON",36.7922,-80.1164,3647532,806984
201809,130244,784336,4,2.94,"W","WOOLWINE",36.7813,-80.3331,3646878,8019986
201809,130244,784336,5,1.51,"NNW","VESTA",36.7394,-80.3824,3644364,8022944
201809,130244,784349,1,2.75,"SE","ALUM RIDGE",36.9074,-80.429,3654444,8025740
201809,130244,784349,2,2.38,"S","SIMPSONS",36.9957,-80.2242,3659742,8013452
201809,130244,784349,3,.63,"WNW","TERRYS FORK",37.0521,-80.2811,373126,8016866
201809,130244,784349,4,.88,"NNW","CARTHAGE",36.9822,-80.5044,3658932,8030264
201809,130244,785891,1,3.26,"SSE","RED OAK",36.7359,-78.5989,3644154,7835934
201809,130244,785891,2,1.47,"E","KEYSVILLE",37.0483,-78.4534,372898,7827204
201809,130244,785891,3,2.17,"WNW","KEYSVILLE",37.0614,-78.5166,373684,7830996
201809,130244,785891,4,2.8,"W","RED OAK",36.776,-78.6704,3646560,7840224
201809,130244,785892,1,2,"S","KEYSVILLE",37.0211,-78.48,371266,7828800
201809,130244,786486,1,.89,"W","CHARLOTTE COURT HOUS",37.05,-78.6461,373000,7838766
201809,130244,786487,1,2.01,"W","RADFORD",37.1244,-80.5961,377464,8035766
201809,130244,786487,2,1.53,"NW","RADFORD",37.1368,-80.5782,378208,8034692
201809,130244,786487,3,1.91,"NNE","RADFORD",37.1467,-80.551,378802,8033060
201809,130244,786487,4,1.59,"WNW","RADFORD",37.1275,-80.5874,377650,8035244
201809,130244,786488,1,.38,"S","RIVERSIDE",36.6646,-81.0189,3639876,811134
201809,130244,786488,2,1.08,"NNW","REAVISTOWN",36.6431,-80.9806,3638586,8058836
201809,130244,786488,3,1.14,"NNW","REAVISTOWN",36.6462,-80.9741,3638772,8058446
201809,130244,786488,4,2.12,"E","RIVERSIDE",36.6707,-80.9817,3640242,8058902
201809,130244,786490,1,.41,"NNW","DANVILLE",36.5949,-79.3941,3635694,7923646
201807,128938,773151,1,.5,"E","PIPESTONE ARPT",43.98,-96.31,4358800,9618600
201807,128938,773154,1,2.49,"E","PIPESTONE ARPT",43.98,-96.27,4358800,9616200
201807,128938,773156,1,2.49,"E","PIPESTONE ARPT",43.98,-96.27,4358800,9616200
201807,128939,773183,1,.3,"S","SHADELAND",41.8156,-80.3794,4148936,8022764
201807,128939,773184,1,0,"N","EDINBORO",41.87,-80.13,4152200,807800
201807,128940,773187,1,.21,"SSW","BURKE",43.1771,-99.3011,4310626,9918066
201807,128940,773187,2,.75,"N","BURKE",43.1908,-99.2996,4311448,9917976
201807,128940,773187,3,1.06,"NE","BURKE",43.1894,-99.2835,4311364,9917010
201807,128940,773187,4,.69,"ESE","BURKE",43.1761,-99.2874,4310566,9917244
201807,128940,773203,1,4.99,"ESE","CORSICA",43.3956,-98.3063,4323736,9818378
201807,128940,773203,2,6.11,"SSW","HILLSIDE",43.3934,-98.2809,4323604,9816854
201807,128940,773203,3,5.39,"NE","ARMOUR",43.3763,-98.2759,4322578,9816554
201807,128940,773203,4,4.83,"NNE","ARMOUR",43.3785,-98.2972,4322710,9817832
201807,128940,773210,1,3.18,"ENE","CORSICA",43.439,-98.3423,4326340,9820538
201807,128940,773210,2,2,"E","HILLSIDE",43.467,-98.1803,4328020,9810818
201807,128940,773210,3,4.19,"NE","DELMONT",43.3127,-98.1109,4318762,986654
201807,128940,773210,4,2.92,"ESE","ARMOUR",43.3,-98.2987,4318000,9817922
201807,128940,773239,1,1.31,"SW","PARKSTON",43.3889,-98.0013,4323334,9878
201807,128940,773239,2,.79,"SW","PARKSTON",43.3925,-97.9919,4323550,9759514
201807,128940,773239,3,.53,"WSW","PARKSTON",43.3984,-97.9904,4323904,9759424
201807,128940,773239,4,.12,"E","PARKSTON",43.4002,-97.9777,4324012,9758662
201807,128940,773239,5,.84,"SSW","PARKSTON",43.3894,-97.9882,4323364,9759292
201807,128940,773241,1,2.81,"SE","DIMOCK",43.4386,-97.9443,4326316,9756658
201807,128940,773241,2,3.13,"SE","DIMOCK",43.4444,-97.9285,4326664,9755710
201807,128940,773241,3,3.48,"SE","DIMOCK",43.4411,-97.9231,4326466,9755386
201807,128940,773241,4,3.19,"SE","DIMOCK",43.4366,-97.936,4326196,9756160
201807,128941,773193,1,2.71,"WSW","BOOTH",41.6219,-83.4714,4137314,8328284
201807,128941,773193,2,.44,"E","PT PLACE",41.7201,-83.4714,4143206,8328284
201807,128941,773237,1,1.89,"ESE","OWENS",40.513,-83.1153,4030780,836918
201807,128941,773237,2,2.2,"E","OWENS",40.5201,-83.1082,4031206,836492
201807,128944,773244,1,8.39,"NW","EAGLE",43.6439,-99.2131,4338634,9912786
201807,128944,773244,2,7.78,"NNW","EAGLE",43.6659,-99.1614,4339954,999684
201807,128944,773244,3,4.61,"NNW","EAGLE",43.6336,-99.1081,4338016,996486
201807,128944,773244,4,1.83,"NNW","EAGLE",43.5921,-99.1,4335526,996000
201807,128944,773245,1,1.05,"W","YANKTON",42.8719,-97.4005,4252314,9724030
201807,128944,773245,2,.76,"WNW","YANKTON",42.8726,-97.3947,4252356,9723682
201807,128944,773245,3,.83,"WSW","YANKTON",42.8677,-97.3961,4252062,9723766
201807,128944,773245,4,1.06,"W","YANKTON",42.8684,-97.4008,4252104,9724048
201807,128944,773246,1,7.34,"NW","PLATTE MUNI ARPT",43.47,-98.93,4328200,9855800
201807,128944,773247,1,1.47,"NNW","GEDDES",43.27,-98.71,4316200,9842600
201807,128944,773248,1,2.44,"NW","ACADEMY",43.47,-99.12,4328200,997200
201807,128947,773257,1,1.16,"SE","BOWSTRING",47.57,-93.83,4734200,9349800
201807,128948,773260,1,.35,"NE","DEER RIVER",47.3341,-93.7956,4720046,9347736
201807,128948,773260,2,.36,"NE","DEER RIVER",47.3337,-93.7946,4720022,9347676
201807,128948,773260,3,.31,"NE","DEER RIVER",47.333,-93.7952,4719980,9347712
201807,128948,773260,4,.3,"NE","DEER RIVER",47.3336,-93.7963,4720016,9347778
201807,128948,773263,1,.47,"E","SIDE LAKE",47.67,-93.02,4740200,931200
201807,128948,773264,1,4.15,"N","MEADOW BROOK",47.93,-92.95,4755800,9257000
201807,128948,773265,1,5.44,"ENE","COHASSET PNCHRRY ARP",47.37,-93.58,4722200,9334800
201807,128950,773266,1,1.95,"SE","NAKODA",48.48,-93.42,4828800,9325200
201807,128950,773267,1,.46,"E","BUYCK",48.12,-92.52,487200,9231200
201807,128950,773268,1,1.46,"SSW","BRAINERD",46.35,-94.21,4621000,9412600
201807,128950,773269,1,1.97,"ESE","BIG FALLS",48.17,-93.76,4810200,9345600
201807,128950,773270,1,4.25,"NNE","BUYCK",48.18,-92.51,4810800,9230600
201807,128950,773271,1,.69,"S","FOUR CORNERS",46.84,-92.28,4650400,9216800
201807,128952,773650,1,10.68,"N","BURLINGTON ARPT",39.4739,-102.2987,3928434,10217922
201807,128952,773651,1,3.27,"NNE","WRAY MUNI ARPT",40.1409,-102.1989,408454,10211934
201807,128952,773652,1,4.49,"SE","WRAY",40.0326,-102.172,401956,10210320
201807,128952,773664,1,4.43,"SW","BONNY LAKE",39.5684,-102.2494,3934104,10214964
201807,128952,773664,2,.74,"WNW","HALE",39.5722,-102.1437,3934332,1028622
201807,128952,773664,3,1.2,"N","HALE BONNY DAM ARPT",39.6472,-102.1826,3938832,10210956
201807,128952,773664,4,2.94,"WNW","BONNY LAKE",39.6353,-102.2515,3938118,10215090
201807,128952,773664,5,4.34,"S","IDALIA",39.6377,-102.3099,3938262,10218594
201807,128952,773664,6,6.25,"SW","BONNY LAKE",39.5681,-102.2963,3934086,10217778
201807,128952,773893,1,5.39,"SSW","FLAGLER ARPT",39.2053,-103.0992,3912318,1035952
201807,128952,773893,2,5.38,"SSW","FLAGLER ARPT",39.2054,-103.0991,3912324,1035946
201807,128952,773893,3,5.33,"SSW","FLAGLER ARPT",39.2062,-103.0991,3912372,1035946
201807,128952,773893,4,5.34,"SSW","FLAGLER ARPT",39.2061,-103.0993,3912366,1035958
201807,128962,773293,1,.74,"NNE","MC GREGOR",43.0296,-91.1737,431776,9110422
201807,128962,773293,2,.48,"NE","MC GREGOR",43.0245,-91.1728,431470,9110368
201807,128962,773293,3,2.03,"SSE","MC GREGOR",42.9944,-91.1602,4259664,919612
201807,128962,773293,4,2.08,"SSE","MC GREGOR",42.9944,-91.1585,4259664,919510
201807,128962,773293,5,.6,"ENE","MC GREGOR",43.0247,-91.1701,431482,9110206
201807,128962,773293,6,.79,"NNE","MC GREGOR",43.0298,-91.1719,431788,9110314
201807,128963,773297,1,.82,"NNW","NOTTINGHAM PARK",41.7599,-87.7588,4145594,8745528
201807,128963,773299,1,1.87,"S","DOWNERS GROVE",41.7733,-87.994,4146398,8759640
201807,128963,773300,1,4.33,"SE","BEECHER",41.2981,-87.5831,4117886,8734986
201807,128963,773442,1,2.08,"WSW","MILFORD",40.6357,-87.705,4038142,8742300
201807,128963,773442,2,1.2,"SW","MILFORD",40.6357,-87.683,4038142,8740980
201807,128963,773442,3,2.18,"SSW","MILFORD",40.62,-87.683,4037200,8740980
201807,128963,773442,4,2.46,"ESE","BRYCE",40.62,-87.705,4037200,8742300
201807,128964,773441,1,1.57,"N","MUNSTER",41.5924,-87.525,4135544,8731500
201807,128964,773441,2,.86,"N","HAMMOND",41.5924,-87.4813,4135544,8728878
201807,128964,773441,3,1.6,"E","HIGHLAND",41.5528,-87.4393,4133168,8726358
201807,128964,773441,4,1.81,"ESE","ST JOHN",41.4375,-87.4393,4126250,8726358
201807,128964,773441,5,.58,"NNW","KREITSBURG",41.4375,-87.5249,4126250,8731494
201807,128965,773298,1,3.34,"ESE","DURAND",42.4162,-89.2672,4224972,8916032
201807,128966,773435,1,0,"N","GIBSON CITY",40.47,-88.37,4028200,8822200
201807,128966,773436,1,0,"N","PAXTON",40.47,-88.1,4028200,886000
201807,128966,773438,1,0,"N","CISSNA PARK",40.57,-87.88,4034200,8752800
201807,128966,773439,1,0,"N","CHATSWORTH",40.75,-88.28,4045000,8816800
201807,129467,775632,1,0,"N","PLANTATION FLATS",37.26,-76.02,3715600,761200
201807,129467,775639,1,0,"N","CHESAPEAKE BAY BRIDGE TUNNEL 3RD ISLAND",37.04,-76.08,372400,764800
201807,129468,775645,1,0,"N","WILLOUGHBY DEGAUSSING STATION WLON (WDSV2)",36.98,-76.32,3658800,7619200
201807,129468,775646,1,2.65,"NW","WILLOUGHBY DEGAUSSING STATION WLON (WDSV2)",37.01,-76.35,37600,7621000
201807,129468,775648,1,2.31,"ESE","DOMINION TERMINAL ASSOCIATES WLON (DOMV2)",36.95,-76.39,3657000,7623400
201807,129468,775649,1,6.22,"S","WILLOUGHBY DEGAUSSING STATION WLON (WDSV2)",36.89,-76.32,3653400,7619200
201807,129474,775652,1,48.35,"WSW","WELLFORD",37.55,-77.55,3733000,7733000
201807,129474,775653,1,2.3,"WNW","BERMUDA HUNDRED",37.34,-77.32,3720400,7719200
201807,129474,775654,1,1.49,"SSE","MANRY",36.86,-77.02,3651600,771200
201807,129474,775655,1,.69,"N","DORY",36.86,-77.05,3651600,773000
201807,129474,775656,1,.89,"SE","VICKSVILLE",36.81,-77.01,3648600,77600
201807,129474,775657,1,.69,"S","ROSLYN HILLS",37.57,-77.57,3734200,7734200
201809,130714,782193,1,1.5,"SSW","RIDGELAND",32.41,-90.14,3224600,908400
201809,130714,782193,2,1.58,"SSW","RIDGELAND",32.4088,-90.1399,3224528,908394
201809,130714,782193,3,1.63,"SSW","RIDGELAND",32.4083,-90.1411,3224498,908466
201809,130714,782193,4,1.52,"SSW","RIDGELAND",32.4101,-90.1411,3224606,908466
201809,130714,782194,1,1.36,"ENE","LAKELAND",32.23,-90.15,3213800,909000
201809,130714,782194,2,1.16,"ENE","LAKELAND",32.2256,-90.1513,3213536,909078
201809,130714,782194,3,.85,"ENE","LAKELAND",32.2268,-90.1579,3213608,909474
201809,130714,782194,4,.79,"SSE","PLAIN",32.2403,-90.1628,3214418,909768
201809,130714,782194,5,.99,"ESE","PLAIN",32.2425,-90.1556,3214550,909336
201809,130714,782522,1,.91,"NW","SANDERSVILLE",31.79,-89.04,3147400,892400
201809,130714,782522,2,1.03,"NNE","SANDERSVILLE",31.7931,-89.0218,3147586,891308
201809,130714,782522,3,.58,"NE","SANDERSVILLE",31.7851,-89.0222,3147106,891332
201809,130714,782522,4,.67,"WNW","SANDERSVILLE",31.7843,-89.0401,3147058,892406
201809,130714,782523,1,.58,"W","ANGUILLA",32.97,-90.83,3258200,9049800
201809,130714,782523,2,.04,"NNE","ANGUILLA",32.9706,-90.8197,3258236,9049182
201809,130714,782523,3,.58,"N","ANGUILLA",32.9782,-90.8216,3258692,9049296
201809,130714,782523,4,.85,"NW","ANGUILLA",32.9777,-90.8314,3258662,9049884
201809,130714,782525,1,.38,"SW","ROLLING FORK",32.8966,-90.875,3253796,9052500
201809,130714,782525,2,1.46,"W","ROLLING FORK",32.8964,-90.8948,3253784,9053688
201809,130714,782525,3,1.91,"NW","ROLLING FORK",32.9175,-90.8955,3255050,9053730
201809,130714,782525,4,1.04,"N","ROLLING FORK",32.9149,-90.868,3254894,9052080
201809,130714,782526,1,1.08,"SE","FLOWOOD",32.2675,-90.1088,3216050,906528
201809,130714,782526,2,1.31,"ENE","FLOWOOD",32.2848,-90.0984,3217088,905904
201809,130714,782526,3,1.53,"NE","FLOWOOD",32.2931,-90.0989,3217586,905934
201809,130714,782526,4,.83,"N","FLOWOOD",32.2919,-90.1189,3217514,907134
201809,130714,782526,5,.92,"S","FLOWOOD",32.2667,-90.1207,3216002,907242
201809,130739,782342,1,1.72,"W","PICKSTOWN",43.0662,-98.5637,433972,9833822
201809,130739,782342,2,1.47,"NNW","PICKSTOWN",43.09,-98.54,435400,9832400
201809,130739,782342,3,1.71,"SW","MARTY",42.96,-98.44,4257600,9826400
201809,130739,782342,4,4.11,"E","GREENWOOD",42.91,-98.3,4254600,9818000
201809,130739,782342,5,4.59,"SE","GREENWOOD",42.882,-98.3056,4252920,9818336
201809,130739,782342,6,3.4,"SSW","MARTY",42.9381,-98.4552,4256286,9827312
201809,130739,782342,7,3.62,"W","MARTY",42.9796,-98.4916,4258776,9829496
201809,130739,782344,1,4.59,"SE","GREENWOOD",42.882,-98.3056,4252920,9818336
201809,130739,782344,2,4.11,"E","GREENWOOD",42.91,-98.3,4254600,9818000
201809,130739,782344,3,12.42,"SSE","DANTE",42.8551,-98.1431,4251306,988586
201809,130739,782344,4,12.78,"ESE","GREENWOOD",42.8385,-98.1534,4250310,989204
201809,130739,782344,5,11.32,"ESE","GREENWOOD",42.8378,-98.1866,4250268,9811196
201809,130739,782344,6,7.17,"ESE","GREENWOOD",42.8723,-98.2543,4252338,9815258
201809,130739,782347,1,6.29,"W","PERKINS",42.8549,-98.1424,4251294,988544
201809,130739,782347,2,4.55,"WSW","PERKINS",42.84,-98.1,4250400,986000
201809,130739,782347,3,6.05,"SW","PERKINS",42.8093,-98.1061,4248558,986366
201809,130739,782347,4,6.54,"WSW","PERKINS",42.8334,-98.1391,4250004,988346
201807,129476,775709,1,.85,"SE","REDRIDGE",47.1402,-88.759,478412,8845540
201807,129476,775709,2,1.25,"SSE","PILGRAM",47.0826,-88.5228,474956,8831368
201807,129476,775709,3,.55,"S","HUBBELL",47.1621,-88.4289,479726,8825734
201807,129476,775709,4,2.46,"WNW","OSKAR",47.185,-88.6976,4711100,8841856
201807,129477,776084,1,1.54,"SSE","TROWBRIDGE PARK",46.5499,-87.4161,4632994,8724966
201807,129478,775710,1,1.32,"WSW","TOWNERS",41.4738,-73.6441,4128428,7338646
201807,129478,775710,2,1.29,"WSW","TOWNERS",41.4754,-73.6442,4128524,7338652
201807,129478,775710,3,.95,"ESE","LUDINGTONVILLE",41.4968,-73.6621,4129808,7339726
201807,129478,775710,4,.66,"NE","LUDINGTONVILLE",41.5061,-73.6703,4130366,7340218
201807,129478,775710,5,.64,"N","LUDINGTONVILLE",41.5093,-73.6799,4130558,7340794
201807,129478,775710,6,.49,"N","LUDINGTONVILLE",41.507,-73.6796,4130420,7340776
201807,129478,775710,7,.39,"ENE","LUDINGTONVILLE",41.502,-73.6729,4130120,7340374
201807,129478,775710,8,1.26,"ENE","LAKE CARMEL",41.4739,-73.6462,4128434,7338772
201807,129478,775712,1,.55,"SE","PATTERSON",41.5145,-73.6124,4130870,7336744
201807,129478,775712,2,.37,"SSE","AKINS CORNERS",41.5152,-73.5967,4130912,7335802
201807,129478,775712,3,.45,"SSE","AKINS CORNERS",41.514,-73.5965,4130840,7335790
201807,129478,775712,4,.56,"SSW","AKINS CORNERS",41.5128,-73.6048,4130768,7336288
201807,129478,775712,5,.62,"SE","PATTERSON",41.5133,-73.6121,4130798,7336726
201807,129478,775712,6,.65,"SSE","PATTERSON",41.5111,-73.6161,4130666,7336966
201807,129478,775712,7,.58,"SSE","PATTERSON",41.5118,-73.6175,4130708,7337050
201809,130739,782347,5,7.61,"WSW","PERKINS",42.8389,-98.1641,4250334,989846
201809,130739,782347,6,6.95,"WSW","PERKINS",42.8462,-98.1533,4250772,989198
201809,130739,782347,7,7.27,"W","PERKINS",42.8503,-98.161,4251018,989660
201809,130739,782347,8,6.6,"WSW","PERKINS",42.8487,-98.1471,4250922,988826
201809,130739,782355,1,6.04,"SW","PERKINS",42.8093,-98.1059,4248558,986354
201807,129482,775721,1,1.84,"NNE","LEMON HILL",34.7539,-87.4057,3445234,8724342
201807,129492,775745,1,2.15,"SSE","DRANE",32.02,-96.57,321200,9634200
201807,129492,775943,1,3.8,"ESE","OLD UNION",31.4,-96.36,3124000,9621600
201807,129492,775944,1,1.76,"E","CLIFTON",31.78,-97.55,3146800,9733000
201807,129492,775949,1,0,"N","EULESS",32.83,-97.08,3249800,974800
201807,129502,775960,1,7.44,"NNE","NEW POINT COMFORT",37.4,-76.2,3724000,7612000
201807,129504,775970,1,2,"SSW","LINKWOOD",38.5033,-75.9642,3830198,7557852
201807,129507,775972,1,1.19,"NE","MORRIS",45.59,-95.91,4535400,9554600
201807,129515,776013,1,6.32,"S","WILLOUGHBY DEGAUSSING STATION WLON (WDSV2)",36.89,-76.34,3653400,7620400
201807,129516,776014,1,.55,"E","YORKTOWN",37.23,-76.51,3713800,7630600
201807,129516,776015,1,1.77,"SE","MAYNARDS XRDS",36.71,-76.85,3642600,7651000
201807,129516,776016,1,3.5,"N","RUSHMERE",37.12,-76.68,377200,7640800
201807,129516,776017,1,.55,"W","SUFFOLK",36.73,-76.59,3643800,7635400
201807,129516,776018,1,.69,"N","DENBIGH",37.14,-76.55,378400,7633000
201807,129516,776019,1,.88,"NE","CRITTENDEN",36.91,-76.49,3654600,7629400
201807,129516,776022,1,.88,"NE","LIGHT FOOT",37.34,-76.76,3720400,7645600
201807,129516,776024,1,1.3,"WNW","TABB",37.14,-76.45,378400,7627000
201807,129516,776026,1,3.9,"SE","MAGRUDER",37.28,-76.63,3716800,7637800
201807,129516,776027,1,.69,"S","COBBS CREEK",37.51,-76.38,3730600,7622800
201807,129516,776028,1,.69,"N","HARDYVILLE",37.56,-76.38,3733600,7622800
201807,129516,776029,1,.55,"E","HARTFIELD",37.55,-76.44,3733000,7626400
201807,129516,776030,1,1.29,"ESE","PALMYRA",37.86,-78.26,3751600,7815600
201807,129517,776031,1,.56,"E","HARRELLSVILLE",36.3,-76.79,3618000,7647400
201807,129517,776032,1,0,"N","DORT",36.53,-76.87,3631800,7652200
201807,129534,776085,1,6.39,"SSW","POINT PENINSULA LIGHT",45.58,-87,4534800,8700
201807,129534,776086,1,2,"SW","ESCANABA LIGHT",45.7185,-87.0679,4543110,874074
201807,129534,776087,1,15.57,"ESE","SAINT MARTIN ISLAND LIGHT",45.31,-86.42,4518600,8625200
201807,129535,776088,1,1.17,"SE","STANNARD ROCK LIGHT",47.1684,-87.2121,4710104,8712726
201807,129536,776118,1,0,"N","AUBURN",42.93,-76.57,4255800,7634200
201807,129536,776119,1,.51,"E","WATERLOO",42.9,-76.86,4254000,7651600
201807,129536,776121,1,.86,"NW","CAMILLUS",43.04,-76.31,432400,7618600
201807,129536,776122,1,.69,"N","CORTLAND ARPT",42.61,-76.2,4236600,7612000
201807,129536,776124,1,.69,"S","CORTLAND ARPT",42.59,-76.2,4235400,7612000
201807,129536,776125,1,0,"N","LINDLEY",42.03,-77.13,421800,777800
201807,129536,776127,1,2.13,"NNE","TEXAS VLY",42.51,-75.96,4230600,7557600
201809,130739,782355,2,4.55,"WSW","PERKINS",42.84,-98.1,4250400,986000
201808,128312,769599,2,.47,"SE","FRITZTOWN",40.2946,-76.0645,4017676,763870
201808,128312,769599,3,1.3,"SSW","MONTELLO",40.3038,-76.0426,4018228,762556
201808,128312,769599,4,1.24,"SW","MONTELLO",40.3096,-76.0491,4018576,762946
201808,128312,769604,1,.4,"ENE","LOCKPORT",40.732,-75.5429,4043920,7532574
201808,128312,769604,2,.35,"SE","LOCKPORT",40.7267,-75.545,4043602,7532700
201808,128312,769604,3,.64,"SSW","LOCKPORT",40.7221,-75.5562,4043326,7533372
201808,128312,769604,4,.41,"SW","LOCKPORT",40.7266,-75.5565,4043596,7533390
201808,128312,769604,5,.28,"NE","LOCKPORT",40.7331,-75.5467,4043986,7532802
201808,128312,769615,1,.39,"NNE","SEEMSVILLE",40.7248,-75.4461,4043488,7526766
201808,128312,769615,2,.89,"W","WEAVERSVILLE",40.6814,-75.447,4040884,7526820
201808,128312,769615,3,1.68,"E","LERCHS",40.6972,-75.3881,4041832,7523286
201808,128312,769615,4,.85,"NNE","JACKSONVILLE",40.7321,-75.4166,4043926,7524996
201808,128312,769628,1,.57,"SW","CHEROKEE RANCH",40.414,-75.9373,4024840,7556238
201808,128312,769628,2,.72,"NE","TEMPLE",40.4277,-75.9108,4025662,7554648
201808,128312,769628,3,1.06,"WSW","MAIDEN CREEK",40.4448,-75.939,4026688,7556340
201808,128312,769628,4,.89,"ESE","LEESPORT",40.4438,-75.9552,4026628,7557312
201808,128312,769650,1,1.88,"S","SEIPSTOWN",40.5528,-75.6794,4033168,7540764
201808,128312,769650,2,1.54,"ESE","CLAUSSVILLE",40.6151,-75.6214,4036906,7537284
201808,128312,769650,3,1.83,"SSE","CETRONIA",40.5552,-75.5174,4033312,7531044
201808,128312,769650,4,.56,"S","MACUNGIE",40.512,-75.5489,4030720,7532934
201808,128312,769650,5,1.9,"NNW","SIGMUND",40.494,-75.5875,4029640,7535250
201808,128312,769654,1,1.71,"ESE","LAURYS",40.7088,-75.5209,4042528,7531254
201808,128312,769654,2,1.8,"N","CEMENTON",40.7061,-75.5194,4042366,7531164
201808,128312,769654,3,1.72,"SE","LAURYS",40.7054,-75.5234,4042324,7531404
201808,128312,769654,4,1.59,"ESE","LAURYS",40.7081,-75.5241,4042486,7531446
201808,128312,769680,1,.15,"NW","FOGELSVILLE",40.5816,-75.6319,4034896,7537914
201808,128312,769680,2,.32,"S","FOGELSVILLE",40.5755,-75.629,4034530,7537740
201808,128312,769680,3,.7,"ESE","FOGELSVILLE",40.5779,-75.617,4034674,7537020
201808,128312,769680,4,.55,"ENE","FOGELSVILLE",40.5841,-75.621,4035046,7537260
201808,128312,769687,1,1.25,"ESE","BAUMSTOWN",40.2737,-75.7777,4016422,7546662
201808,128312,769687,2,1.31,"N","MONOCACY",40.269,-75.7797,4016140,7546782
201808,128312,769687,3,1.03,"NNE","MONOCACY",40.2629,-75.7702,4015774,7546212
201808,128312,769687,4,1.42,"NNE","MONOCACY",40.2671,-75.7651,4016026,7545906
201808,128312,769690,1,.7,"S","SCHWENKSVILLE",40.2599,-75.4706,4015594,7528236
201808,128312,769690,2,1.47,"NW","GRATERFORD",40.2465,-75.4676,4014790,7528056
